calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,grow_all,n_rate_rvws,n_reported_effects,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:0.6209680111438021%,,,,"78,%,69,%,47,%,39,%,39,%,47,%,39,%,39,%,30,%,26,%,34,%,17,%,4,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Tingly, ,Insomnia, ,Stress, ,Lack of appetite, ,Depression, ,Pain, ,Dry mouth, ,Dry eyes, ,Dizzy, ",,35,23 people reported 182 effects,Chemdog 4,Sensi Star,"Pueblo West, CO,Aurora, CO,Denver, CO,Dinosaur, CO,Elk City, OK,Louisville, CO,Pueblo, CO",Indica,4.6 ,Biochem,,,,
,,,,,,,11,,Grease Monkey,Cookies and Cream,"Silver Spring, MD,Bellingham, WA,Seattle, WA,Portland, OR,Oklahoma City, OK,Germantown, MD,Mountlake Terrace, WA,Redmond, WA,Spokane, WA,Ashland, OR",Hybrid,4.3 ,Vanilla Gorilla,,,,
,,,,,,,1,,Pure Kush,Face Off OG,"Cottage Grove, OR,Eugene, OR,Portland, OR,Ritzville, WA,Albany, OR,Bend, OR,Kenmore, WA,Maple Valley, WA,Merlin, OR,Pendleton, OR",Hybrid,5 ,Designer OG,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",18
,,,,,,,16,,,,"Canoga Park, CA,Carmichael, CA,Los Angeles, CA,Spokane, WA,Cambridge, MA,Seaside, CA,Somerville, MA,Ann Arbor, MI,Chatsworth, CA,Coos Bay, OR",Indica,3.8 ,B.B. King,,,,
,,,,,,,14,,,,"Oklahoma City, OK",Hybrid,4.9 ,OG Glue Sniffer,,,,
,,,,,,,12,,Querkle,Chemdog,"Silver Spring, MD,Denver, CO,Portland, OR,Longmont, CO,Ashland, OR,Pueblo, CO,Louisville, CO,Ontario, OR,Merlin, OR,Northglenn, CO",Hybrid,4.6 ,Alchemy,,,,
,,,,,,,7,,I-95,Mandarin Cookies,"Denver, CO,Chandler, AZ,Coos Bay, OR,Los Angeles, CA,Pullman, WA,Battle Creek, MI,Beaverton, OR,Colorado Springs, CO,Del City, OK,Durango, CO",Hybrid,4 ,Peach Crescendo F-1,,,,
--position:71.78161802050155%,,,,"61,%,61,%,54,%,54,%,38,%,35,%,32,%,22,%,9,%,9,%,19,%,9,%,9,%,6,%,6,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Giggly, ,Stress, ,Depression, ,Pain, ,Nausea, ,Headaches, ,Dry mouth, ,Dizzy, ,Headache, ,Anxious, ,Dry eyes, ",,55,31 people reported 198 effects,,,"Bellingham, WA,Seattle, WA,Los Angeles, CA,San Diego, CA,Everett, WA,Lynnwood, WA,Middle River, MD,Spokane, WA,Bend, OR,Bothell, WA",Hybrid,4.7 ,Peppermint Cookies,,,,
--position:87.99308745760251%,,,,"65,%,52,%,50,%,50,%,47,%,36,%,36,%,32,%,29,%,20,%,18,%,12,%,7,%,7,%,5,%","Happy, ,Creative, ,Energetic, ,Euphoric, ,Focused, ,Depression, ,Stress, ,Pain, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Paranoid, ,Anxious, ",,77,55 people reported 446 effects,Emerald OG,Jack Herer,"Ferndale, WA,Phoenix, AZ,Seattle, WA,Norridgewock, ME,Southern CA, CA,Anacortes, WA,Bellingham, WA,Chandler, AZ,Cottage Grove, OR,Eureka, CA",Sativa,4.4 ,Emerald Jack,,,,
--position:99.00140851950947%,,,,"72,%,58,%,51,%,48,%,41,%,55,%,55,%,34,%,20,%,17,%,27,%,27,%,24,%,6,%,3,%","Uplifted, ,Focused, ,Happy, ,Euphoric, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Fatigue, ,Pain, ,Dry eyes, ,Dry mouth, ,Dizzy, ,Paranoid, ,Headache, ",,37,29 people reported 223 effects,,,"Silver Spring, MD,Eugene, OR,Newport, OR,Annapolis, MD,Ashland, OR,Portland, OR,Albany, OR,Baltimore, MD,Bend, OR,Bethesda, MD",Sativa,4.3 ,Shaman,,,,
--position:11.640804457925713%,,,,"55,%,51,%,48,%,46,%,38,%,38,%,38,%,34,%,32,%,32,%,38,%,28,%,10,%,6,%,6,%","Relaxed, ,Euphoric, ,Happy, ,Sleepy, ,Hungry, ,Insomnia, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,66,49 people reported 370 effects,,,"Eugene, OR,Medford, OR,Bend, OR,Grants Pass, OR,Long Beach, CA,Mancos, CO,Myrtle Creek, OR,Otis Orchards, WA,Port Townsend, WA,Portland, OR",Indica,4.2 ,Purple Nepal,,,,18
,,,,,,,6,,,,"Los Angeles, CA,San Diego, CA,Bakersfield, CA,Fresno, CA,Newport, OR,Santa Barbara, CA,Cotati, CA,LOS ANGELES, CA,Needles, CA,Ojai, CA",Hybrid,4.5 ,Pacific Frost,,,,
--position:15.878025389729173%,,,,,,,48,,,,"Seattle, WA,Anacortes, WA,Bellingham, WA,Burlington, WA,Detroit, MI,Kenmore, WA,Otis Orchards-East Farms, WA,Portland, OR,Coos Bay, OR,Ellensburg, WA",Indica,4.6 ,Snow Leopard,,,,
--position:48.1570568857734%,,,,"52,%,48,%,48,%,44,%,44,%,24,%,24,%,24,%,24,%,16,%,20,%,8,%,8,%,4,%,4,%","Relaxed, ,Focused, ,Happy, ,Euphoric, ,Uplifted, ,Lack of appetite, ,Stress, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Anxious, ,Dry eyes, ,Dizzy, ,Headache, ",,31,25 people reported 147 effects,,,"Puyallup, WA,Tacoma, WA,Snohomish, WA,Spanaway, WA,Spokane, WA,, ,Bingen, WA,Edmonds, WA,Ellensburg, WA,Gig Harbor, WA",Hybrid,4.3 ,Panda OG,,,,
,,,,,,,3,,Zkittlez,Purple Punch,"Portland, OR,San Jose, CA,Seattle, WA",Indica,4.7 ,Purple Zkittlez,,,,
--position:98.00637865567117%,,,,"89,%,89,%,73,%,73,%,73,%,52,%,47,%,42,%,36,%,31,%,21,%,21,%,15,%,10,%","Uplifted, ,Energetic, ,Happy, ,Euphoric, ,Creative, ,Stress, ,Depression, ,Pain, ,Nausea, ,PTSD, ,Dry eyes, ,Dry mouth, ,Paranoid, ,Anxious, ",,28,19 people reported 238 effects,,,"Portland, OR,Dayton, OH,Logan, OH,Marietta, OH,Medford, OR,Monroe, OH,Roseburg, OR,Astoria, OR,Beaverton, OR,Bend, OR",Sativa,4.8 ,Catfish,,,,
--position:3.7072740130980386%,,,,"60,%,34,%,34,%,21,%,21,%,36,%,23,%,18,%,18,%,15,%,28,%,15,%,5,%,5,%,2,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Uplifted, ,Pain, ,Stress, ,Insomnia, ,Headaches, ,Nausea, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ",,66,38 people reported 215 effects,Mazar I Sharif,Afghani,"Tulsa, OK,Gig Harbor, WA,Gilbert, AZ,Glendale, AZ,Napa, CA,Tucson, AZ,Youngtown, AZ",Indica,4.3 ,Mazar Kush,,,,
,,,,,,,3,,,,"Bellevue, WA,Freeland, WA,Friday Harbor, WA,Kirkland, WA,Redmond, WA,Renton, WA,Seattle, WA,Shoreline, WA,Spokane Valley, WA,Woodward, OK",Indica,4.3 ,Big Mac,,,,
--position:22.06894249337782%,,,,"73,%,63,%,50,%,46,%,43,%,46,%,46,%,40,%,33,%,26,%,23,%,6,%,3,%,3,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Sleepy, ,Anxiety, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ",,43,30 people reported 242 effects,Grapefruit,Super Skunk,"Cave Junction, OR,Eugene, OR,Fall River, MA,Kirkland, WA,Medford, OR,Moses Lake, WA,Otis Orchards, WA,Port Orchard, WA,San Juan, PR,Soap Lake, WA",Indica,4.1 ,Grape Skunk,,,,
--position:89.40764357466081%,,,,"65,%,52,%,52,%,47,%,47,%,34,%,26,%,26,%,21,%,21,%,39,%,4,%,4,%,4,%","Happy, ,Relaxed, ,Uplifted, ,Focused, ,Creative, ,Stress, ,Anxiety, ,Depression, ,PTSD, ,Pain, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Headache, ",,39,23 people reported 175 effects,,,"Renton, WA,Maple Valley, WA,Seattle, WA,Shoreline, WA,Belfair, WA,Bellingham, WA,Buckley, WA,Oak Harbor, WA,Spokane Valley, WA,Tacoma, WA",Sativa,4.6 ,Heisenberg Kush,,,,
,,,,,,,3,,,,"Seattle, WA,Goldendale, WA,Jay, OK,Renton, WA,Anacortes, WA,Arlington, WA,Augusta, ME,Bothell, WA,Eugene, OR,Everett, WA",Hybrid,4.3 ,Apricot Jelly,,,,
,,,,,,,14,,,,"Augusta, ME",Hybrid,4.6 ,Opium,,,,
,,,,,,,22,,,,"Bonita Springs, FL,Lakeland, FL,Portland, OR,Deerfield Beach, FL,Eugene, OR,Gainesville, FL,Lake Worth, FL,Lisbon Falls, ME,Manzanita, OR,North Miami, Florida",Hybrid,4.5 ,Birds of Paradise,,,,18
,,,,,,,4,,Platinum GSC,Bubba Kush,"Denver, CO,Tulsa, OK,Commerce City, CO,Aloha, OR,Ashland, OR,Aurora, CO,Bailey, CO,Bellingham, WA,Broken Arrow, OK,California, CA",Hybrid,4.5 ,Samoa Kush,,,,22
,,,,,,,1,,AK-47,OG Kush,"Catoosa, OK,Oklahoma City, OK,Warner, OK",Hybrid,5 ,AK-OG Kush,,,,
,,,,,,,11,,Durban Poison,White Widow,"Silver Spring, MD,Chicago, IL,Homewood, IL,Rockville, MD,Seattle, WA,Catonsville, MD,Germantown, MD,Justice, IL,Naperville, IL,Puyallup, WA",Hybrid,4.7 ,White Harmony,,,,
,,,,,,,17,,Haze,Northern Lights,"Eugene, OR,Port Orchard, WA,Redmond, WA,Ritzville, WA,Spokane Valley, WA",Hybrid,4.1 ,Mega Jackpot,,,,
--position:68.45095241336462%,,,,"67,%,67,%,60,%,59,%,43,%,41,%,33,%,25,%,24,%,19,%,18,%,9,%,7,%,3,%,3,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Headaches, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",,124,81 people reported 693 effects,,,"Everson, WA,Kingston, WA,Seattle, WA,Spokane, WA,Mount Vernon, WA,Bellingham, WA,Marysville, WA,Tacoma, WA,Vancouver, WA,Everett, WA",Hybrid,4.7 ,Middlefork,,,,
,,,,,,,4,,Flo,The White,"Denver, CO,Helena-West Helena, AR,Deerfield Beach, FL,Pueblo West, CO,Silt, CO,Trinidad, CO",Hybrid,5 ,Colin OG S1,,,,
--position:13.689565241577572%,,,,,,,21,,,,"Tulsa, OK,Denver, CO,Oklahoma City, OK,Eugene, OR,Chickasha, OK,Collinsville, OK,Edmond, OK,Littleton, CO,Midwest City, OK,Norman, OK",Indica,4.7 ,Pure Love,,,,
,,,,,,,2,,,,,Sativa,5 ,South Asian Sativa,,,,
--position:98.64022182356887%,,,,"79,%,67,%,64,%,58,%,50,%,41,%,32,%,32,%,29,%,29,%,26,%,23,%,5,%,5,%","Happy, ,Euphoric, ,Uplifted, ,Energetic, ,Talkative, ,Stress, ,Depression, ,Fatigue, ,ADD/ADHD, ,Anxiety, ,Dry eyes, ,Dry mouth, ,Anxious, ,Paranoid, ",,49,34 people reported 305 effects,Maui Wowie,Sour Diesel,"Brownsville, OR,Glendale, CO,Kelso, WA,Los Angeles, CA,Portland, OR,Ramona, CA,Renton, WA",Sativa,4.5 ,Sour Maui,,,,
--position:3.296532834510196%,,,,,,,29,,Afghani,OG Kush,"Moffat, CO",Hybrid,4.5 ,OG Strawberry,,,,23
--position:17.716852703179452%,,,,"73,%,42,%,38,%,38,%,23,%,38,%,30,%,26,%,23,%,19,%,38,%,3,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Focused, ,Pain, ,Insomnia, ,Stress, ,Anxiety, ,Muscle spasms, ,Dry mouth, ,Dry eyes, ,Headache, ",,39,26 people reported 193 effects,Blue Dot,G13,"Chandler, AZ,Phoenix, AZ,Mesa, AZ,Scottsdale, AZ,Tucson, AZ,Winslow, AZ",Hybrid,4.2 ,Blowfish,,,,
--position:22.251331697195546%,,,,,,,23,,,,"Seattle, WA,Clarkston, WA,Ellensburg, WA,Spanaway, WA,Arlington, WA,Bellingham, WA,Bingen, WA,Bremerton, WA,Edmonds, WA,Everett, WA",Hybrid,4.7 ,P-91,,,,
--position:69.80340158317273%,,,,"42,%,42,%,41,%,39,%,30,%,35,%,32,%,26,%,25,%,19,%,26,%,21,%,7,%,3,%,1,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Energetic, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,79,56 people reported 405 effects,,,"Anchorage, AK,El Sobrante, CA,Lake Stevens, WA,Stanwood, WA,Tacoma, WA,Warr Acres, OK,Wenatchee, WA,Adrian, MI,Canton, IL,Davis, CA",Hybrid,4 ,Heavy Duty Fruity,,,,
,,,,,,,3,,,,"Denver, CO,Phoenix, AZ,Arcata, CA,Baltimore, MD,Davenport, WA,Detroit, MI,Durango, CO,Everett, WA,Sacramento, CA,San Diego, CA",Hybrid,4.3 ,92 OG,,,,
--position:3.360124758580696%,,,,,,,42,,Grape Kush,SFV OG,"Las Vegas, NV,Clarkston, WA,Portland, OR,Everett, WA,Vancouver, WA,Beaverton, OR,Burien, WA,Carson City, NV,Eugene, OR,Freeland, WA",Indica,4.8 ,Grape Valley Kush,,,,
--position:8.313482536859967%,,,,,,,30,,,,"Chandler, AZ,Phoenix, AZ,Lake Havasu City, AZ,Everett, WA,Las Vegas, NV,Scottsdale, AZ,Sparks, NV,Tucson, AZ",Indica,4.6 ,OG LA Affie,,,,
--position:22.98439144956097%,,Professor Chaos,Dr. Who,,,,39,,Herijuana,White Widow,"Tulsa, OK,Lyle, WA,Snohomish, WA,Portland, OR,Lynnwood, WA,Medford, OR,San Francisco, CA,Walla Walla, WA,Anacortes, WA,Bend, OR",Indica,4.6 ,Mad Scientist,,,,
--position:26.9792366556495%,,,,,,,38,,,,"Las Vegas, NV",Hybrid,4.9 ,Haleigh’s Hope,,,,
--position:59.52051493340069%,,,,"55,%,51,%,48,%,42,%,40,%,46,%,35,%,28,%,28,%,26,%,28,%,20,%,13,%,8,%,6,%","Euphoric, ,Happy, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Insomnia, ,Pain, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",,62,45 people reported 403 effects,Trainwreck,Sour Diesel,"Emeryville, CA,Long Beach, CA,Los Angeles, CA,Oakland, CA,Palm Springs, CA,San Diego, CA,San Francisco, CA,San Jose, CA,Santa Ana, CA,West Hollywood, CA",Hybrid,4.1 ,Lemon Wreck,,,,
--position:77.62759702563433%,,,,"64,%,60,%,60,%,52,%,40,%,44,%,36,%,36,%,32,%,28,%,20,%,16,%,4,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Creative, ,Pain, ,Stress, ,Depression, ,Anxiety, ,Muscle spasms, ,Anxious, ,Dry mouth, ,Dry eyes, ",,40,25 people reported 236 effects,Jack's Cleaner,Apollo 13,"Lawton, OK,Newcastle, OK",Hybrid,4.6 ,The Third Dimension,,,,14
,,,,,,,1,,Bubba Kush,Sherbert,"Freeland, WA",Hybrid,5 ,Slurpie,,,,
--position:5.511429157662534%,,Bubba Doja,Purple Voodoo,,,,23,,Sputnik,Black Russian,"Spokane, WA,Seattle, WA",Indica,4.7 ,Double Purple Doja,,,,
--position:31.56675554429792%,12.5,,,"55,%,41,%,29,%,20,%,20,%,47,%,38,%,38,%,29,%,29,%,20,%,11,%,11,%,8,%,5,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Focused, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Headache, ,Dizzy, ,Anxious, ",,44,34 people reported 258 effects,,,"Beaverton, OR,Oak Grove, OR,Portland, OR,Eugene, OR,Milwaukie, OR,Springfield, OR,Albany, OR,Aloha, OR,Bridgewater, MA,Corvallis, OR",Hybrid,4 ,Frank's Gift,,,,6.5
--position:99.3790319888562%,,,,"74,%,62,%,60,%,49,%,49,%,32,%,32,%,21,%,21,%,20,%,28,%,10,%,6,%,6,%,5,%","Energetic, ,Uplifted, ,Happy, ,Euphoric, ,Focused, ,Depression, ,Stress, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Headache, ,Paranoid, ,Anxious, ",,109,75 people reported 585 effects,Super Silver Haze,Green Crack,"Los Angeles, CA,Arcata, CA,Ben Lomond, CA,California, CA,Palm Desert, CA,Santa Ana, CA",Sativa,4.3 ,Super Green Crack,,,,
,,,,,,,3,,,,"Bentonville, AR,Fayetteville, AR,Texarkana, AR,Clinton, AR,Conway, AR,Durango, CO,Fort Smith, AR,Laughlin, NV,Tulsa, OK",Hybrid,4.7 ,Giesel,,,,18
,,,,,,,13,,,,"Ann Arbor, MI",Hybrid,4.3 ,Big Kush,,,,
,,,,,,,8,,Snow Lotus,Triangle Kush,"Phoenix, AZ,Las Vegas, NV,Eugene, OR,Glendale, AZ,Merlin, OR,Carson City, NV,Everett, WA,Gilbert, AZ,Mendocino, CA,Tucson, AZ",Hybrid,4.8 ,Love Triangle,,,,
,,,,,,,1,,,,"Kelso, WA,Phoenix, AZ,Ashland, OR,Bridgewater, MA,Flagstaff, AZ,Portland, OR,Prescott Valley, AZ,Seattle, WA",Hybrid,5 ,El Fuego,,,,
,,,,,,,4,,Candyland,GSC,,Hybrid,4.8 ,Grandma’s Batch,,,,
,,,,,,,2,,Hash Plant,GSC,"San Francisco, CA,Mendocino, CA,Port Hueneme, CA,Redmond, WA,San Diego, CA,Seaside, CA,Seattle, WA",Hybrid,5 ,More Cowbell,,,,
,,,,,,,15,,,,"Las Vegas, NV,Henderson, NV,Seattle, WA,Denver, CO,Muskegon, MI,Ann Arbor, MI,Brunswick, ME,Carson City, NV,Dinosaur, Co,Durango, CO",Hybrid,4.1 ,Shark Bite,,,,
,,,,,,,,,True OG,GSC,"Oklahoma City, OK,Los Angeles, CA,Tulsa, OK,Woodward, OK,Arcata, CA,Berkeley, CA,Davis, CA,Fairview, OK,La Mesa, CA,Lompoc, CA",Hybrid,,Cakewalk,,,,
--position:31.127549845985087%,,,,"72,%,57,%,42,%,40,%,30,%,60,%,55,%,42,%,37,%,35,%,32,%,10,%,5,%,5,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Pain, ,Inflammation, ,Depression, ,Anxiety, ,Dry mouth, ,Anxious, ,Dry eyes, ,Paranoid, ,Dizzy, ",,56,40 people reported 394 effects,Chemdog,Granddaddy Purple,"Silver Spring, MD,Baltimore, MD,Germantown, MD,San Francisco, CA,Towson, MD,Waldorf, MD,Bethesda, MD,Catonsville, MD,Cockeysville, MD,Jessup, MD",Indica,4.4 ,Grand Doggy Purps,,,,
,,,,,,,1,,Hash Plant,Afghani,"Durant, OK,Payson, AZ",Hybrid,4 ,KO Kush,,,,17
,,,,,,,5,,,,"Hoosick Falls, NY,Raleigh, NC,Tallahassee, FL,Astoria, OR,Gilbert, AZ,Jacksonville, FL,Juneau, AK,Kennesaw, GA,Liberty Lake, WA,Maricopa, AZ",Hybrid,4.8 ,Pineberry,,,,15.5
,,,,,,,19,,Snow Lotus,Lemon Thai,"Greensboro, NC,Knoxville, TN,Atlanta, GA,Asheville, NC,Charlotte, NC,Colfax, NC,Pigeon Forge, TN,Southern CA, CA,Winston-Salem, NC,Coalinga, CA",Hybrid,4.7 ,Buddha's Hand,,,,
,,,,,,,,,,,"Everett, WA,Longview, WA,Portland, OR,Pueblo, CO,Pullman, WA,Trinidad, CO",Hybrid,,Mandarin Kush,,,,
,,,,,,"Easy,< 30,0.5 - 1,7 - 9",13,,Afghan Hawaiian,Super Skunk,,Indica,4.2 ,Rockbud,,,,
--position:6.628340804144867%,,,,"115,%,60,%,48,%,44,%,32,%,40,%,28,%,24,%,24,%,20,%,20,%,16,%,8,%,4,%,4,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Focused, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Inflammation, ,Dry eyes, ,Dry mouth, ,Anxious, ,Dizzy, ,Headache, ",,27,25 people reported 192 effects,,,"Coos Bay, OR,Canoga Park, CA,Malibu, CA,Mesa, AZ,Scottsdale, AZ",Indica,4.5 ,Palm Tree CBD,,,,
--position:91.84094342434047%,,,,"66,%,62,%,59,%,59,%,51,%,40,%,37,%,22,%,18,%,11,%,14,%,11,%,7,%","Happy, ,Uplifted, ,Energetic, ,Relaxed, ,Euphoric, ,Depression, ,Stress, ,ADD/ADHD, ,Anxiety, ,PTSD, ,Dry eyes, ,Dry mouth, ,Anxious, ",,34,27 people reported 197 effects,,,"Tulsa, OK,Las Vegas, NV,Cleveland, OK,Ada, OK,Newcastle, OK,Portland, OR,Anchorage, AK,Catonsville, MD,Eugene, OR,Henderson, NV",Sativa,4.4 ,Twisted Citrus,,,,20.5
,,,,,,,2,,,,"Seattle, WA,Vancouver, WA,Bellingham, WA,Elgin, OK,Georgetown, MA,Lynden, WA,Oklahoma City, OK,Peshastin, WA,Portland, OR,Redmond, WA",Hybrid,4.5 ,707 Truthband,,,,
--position:97.29287124005852%,,,,,,,26,,Pot of Gold,Blueberry,"Eugene, OR,Oregon City, OR,Canoga Park, CA,Klamath Falls, OR,Portland, OR,Roseburg, OR",Indica,4.3 ,Goldberry,,,,
--position:39.07616416510121%,,,,"90,%,75,%,59,%,59,%,46,%,21,%,18,%,15,%,15,%,15,%,12,%,9,%,9,%,3,%,3,%","Happy, ,Relaxed, ,Euphoric, ,Creative, ,Giggly, ,Depression, ,Anxiety, ,Pain, ,Stress, ,Headaches, ,Dry mouth, ,Dizzy, ,Paranoid, ,Anxious, ,Dry eyes, ",,48,32 people reported 251 effects,Tahoe OG Kush,Blue Dream,"Portland, OR,Eugene, OR,Astoria, OR,Augusta, ME,Cottage Grove, OR,Hines, OR,McMinnville, OR,Roseburg, OR,Willamina, OR",Hybrid,4.6 ,Blue Nightmare,,,,
,,,,,,,12,,Hashplant Haze,Afghani,"Arlington, WA,Ephrata, WA,Gold Bar, WA,Oklahoma City, OK,Seattle, WA,Shoreline, WA,Tacoma, WA",Hybrid,4.8 ,Blue Galaxy,,,,
,,,,,,,5,,Humboldt Sour Diesel,Blackberry Kush,"Lawton, OK,San Francisco, CA,McKinleyville, CA,Oklahoma City, OK,San Jose, CA",Hybrid,4.8 ,Don Carlos,,,,
--position:16.95094979454197%,,,,,,,19,,Gupta Kush,Original Glue,"Denver, CO,Newark, DE,Pueblo, CO,Trinidad, CO,Arvada, CO,Boulder, CO,Cortez, CO,Dinosaur, CO,Durango, CO,Edgewater, CO",Hybrid,4.7 ,Guptilla,,,,
,,,,,,,13,,,,,Sativa,3.9 ,Cambodian,,,,
,,,,,,,1,,Appalachia,Chemdog,"Silver Spring, MD,Anchorage, AK,Baltimore, MD,Denver, CO,Fairbanks, AK,Annapolis, MD,Canoga Park, CA,Catonsville, MD,Colorado Springs, CO,Ellicott City, MD",Hybrid,5 ,Cobra Lips,,,,
,,,,,,,3,,Mother of Berries,Cherry Pie,"El Sobrante, CA,Los Angeles, CA,Durango, CO,Harbor City, CA,Trinidad, CO,Port Angeles, WA,Pueblo, CO,Secaucus, NJ",Indica,4.7 ,Mother of All Cherries,,,,
--position:19.381406032393155%,,,,"64,%,58,%,53,%,43,%,38,%,46,%,41,%,35,%,33,%,25,%,15,%,12,%,7,%,5,%,2,%","Euphoric, ,Relaxed, ,Happy, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Depression, ,Insomnia, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,50,39 people reported 293 effects,,,"Eugene, OR,Portland, OR,Beaverton, OR,Grover Beach, CA,Independence, OR,Roseburg, OR",Indica,4.3 ,Purple Buddha,,,,
--position:32.54852630993752%,,,,"60,%,56,%,39,%,34,%,34,%,39,%,34,%,30,%,30,%,17,%,39,%,26,%,26,%,13,%,8,%","Relaxed, ,Euphoric, ,Happy, ,Tingly, ,Hungry, ,Stress, ,Pain, ,Lack of appetite, ,Depression, ,Inflammation, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Paranoid, ",,35,23 people reported 175 effects,Purple Star,Super Skunk,"Sequim, WA,Juneau, AK",Hybrid,4.2 ,Frisian Dew,,,,
--position:77.01017807523941%,,,,,,,25,,Big Bud,Afghani,"Detroit, MI,Sunland, CA",Indica,3.6 ,Afghan Big Bud,,,,
,,,,,,,6,,,,,Hybrid,4.5 ,BOG Bubble,,,,
,,,,,,,5,,OGKB,Zkittlez,,Hybrid,5 ,OGKZ,,,,
,,,,,,,3,,Hellfire OG,Chocolate Kush,"Ann Arbor, MI,Lompoc, CA",Hybrid,4.7 ,Chocolate Lava,,,,
,,,,,,,11,,Sage N Sour,Granddaddy Purple,"Denver, CO,Oklahoma City, OK,San Francisco, CA,Tulsa, OK,Durant, OK,Edgewater, CO,Mendocino, CA,Northglenn, CO",Hybrid,4.2 ,Amethyst,,,,
--position:99.3790319888562%,,,,,,,49,,Pineapple,Super Silver Haze,"Silver Spring, MD,Seattle, WA,Everson, WA,Los Angeles, CA,Everett, WA,Spokane, WA,San Francisco, CA,Puyallup, WA,Southern CA, CA,Maple Valley, WA",Sativa,4.8 ,Pineapple Super Silver Haze,,,,
,,,,,,,15,,,,"Denver, CO,Durango, CO,Pueblo, CO,Bailey, CO,Elgin, OK,Lawton, OK,Manitou Springs, CO,Norman, OK,Northglenn, CO,Oklahoma City, OK",Hybrid,4.6 ,Aloha Limone,,,,
--position:94.16256550750991%,,,,"63,%,60,%,57,%,54,%,42,%,36,%,27,%,21,%,18,%,12,%,27,%,9,%,6,%,3,%,3,%","Euphoric, ,Happy, ,Energetic, ,Uplifted, ,Focused, ,Stress, ,Anxiety, ,Depression, ,Fatigue, ,PTSD, ,Dry mouth, ,Headache, ,Dry eyes, ,Anxious, ,Dizzy, ",,44,33 people reported 239 effects,Afghani,Jack Herer,"Otis Orchards, WA,Washington, DC,Denver, CO,Ephrata, WA,Puyallup, WA,Soap Lake, WA",Sativa,4.6 ,Light of Jah,,,,
--position:71.78161802050155%,,,,"72,%,60,%,48,%,48,%,45,%,60,%,54,%,45,%,36,%,30,%,36,%,24,%,15,%,12,%,12,%","Euphoric, ,Happy, ,Creative, ,Uplifted, ,Relaxed, ,Stress, ,Anxiety, ,Pain, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,45,33 people reported 349 effects,,,"Seattle, WA,Redmond, WA,Peshastin, WA",Hybrid,4.3 ,Purple Ice,,,,20
,,,,,,"Easy,30 - 78,1 - 3,7 - 9",19,,Killer Queen,Willy's Wonder,"Cathedral City, CA",Hybrid,4.5 ,Kill Bill,,,,
